evidence_id,drug_id,input_drug_name,molecule_chembl_id,gtopdb_ligand_id,receptor_composition,target_id,target_name,target_type,species,metric,value,value_low,value_high,unit,assay,reference_id,PMID,DOI,reference,source_database,source_record_id,alpha_subtype,beta_subtype,gamma_subtype,other_subunits,duplicate_group_id,duplicate_candidate
chembl:161,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,138.0,,,%,CHEMBL836222,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412506,alpha2,beta3,gamma2,,,False
chembl:162,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,118.0,,,%,CHEMBL836223,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412598,alpha3,beta3,gamma2,,,False
chembl:163,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,106.0,,,%,CHEMBL836224,CHEMBL1142695,,,CHEMBL1142695 J Med Chem 2005,ChEMBL,1412599,alpha5,beta3,gamma2,,,False
chembl:164,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,Ki,10.0,,,nM,CHEMBL839964,CHEMBL1144412,,,CHEMBL1144412 J Med Chem 2005,ChEMBL,1505239,,,,,,False
chembl:165,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,IC50,12.0,,,nM,CHEMBL857664,CHEMBL1140374,,,CHEMBL1140374 J Med Chem 2005,ChEMBL,1611107,,,,,,False
chembl:166,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,13.0,,,nM,CHEMBL864002,CHEMBL1148587,,,CHEMBL1148587 J Med Chem 2006,ChEMBL,1667045,alpha1,beta3,gamma2,,,False
chembl:167,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,6.6,,,nM,CHEMBL864003,CHEMBL1148587,,,CHEMBL1148587 J Med Chem 2006,ChEMBL,1667046,alpha2,beta3,gamma2,,,False
chembl:168,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,33.0,,,nM,CHEMBL864004,CHEMBL1148587,,,CHEMBL1148587 J Med Chem 2006,ChEMBL,1667047,alpha3,beta3,gamma2,,,False
chembl:169,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,11.0,,,nM,CHEMBL864005,CHEMBL1148587,,,CHEMBL1148587 J Med Chem 2006,ChEMBL,1667048,alpha5,beta3,gamma2,,,False
chembl:170,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,103.0,,,%,CHEMBL864006,CHEMBL1148587,,,CHEMBL1148587 J Med Chem 2006,ChEMBL,1667049,alpha1,beta3,gamma2,,,False
chembl:171,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,118.0,,,%,CHEMBL864007,CHEMBL1148587,,,CHEMBL1148587 J Med Chem 2006,ChEMBL,1667050,alpha3,beta3,gamma2,,,False
chembl:172,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,106.0,,,%,CHEMBL864008,CHEMBL1148587,,,CHEMBL1148587 J Med Chem 2006,ChEMBL,1667051,alpha5,beta3,gamma2,,,False
chembl:173,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,13.0,,,nM,CHEMBL853068,CHEMBL1149444,,,CHEMBL1149444 J Med Chem 2006,ChEMBL,1679889,alpha1,beta3,gamma2,,,False
chembl:174,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,33.0,,,nM,CHEMBL853070,CHEMBL1149444,,,CHEMBL1149444 J Med Chem 2006,ChEMBL,1679890,alpha2,beta3,gamma2,,,False
chembl:175,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,0.8,,,%,CHEMBL853073,CHEMBL1149444,,,CHEMBL1149444 J Med Chem 2006,ChEMBL,1679913,alpha3,beta3,gamma2,,,False
chembl:176,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,0.93,,,%,CHEMBL859118,CHEMBL1149444,,,CHEMBL1149444 J Med Chem 2006,ChEMBL,1681580,alpha1,beta3,gamma2,,,False
chembl:177,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,6.8,,,nM,CHEMBL862013,CHEMBL1138158,,,CHEMBL1138158 J Med Chem 2006,ChEMBL,1689389,,,,,,False
chembl:178,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Ki,10.0,,,nM,CHEMBL859938,CHEMBL1146100,,,CHEMBL1146100 J Med Chem 2006,ChEMBL,1700854,,,,,,False
chembl:179,diazepam,Diazepam,CHEMBL12,,alpha3/beta2/gamma2,CHEMBL2111339,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,14.0,,,nM,CHEMBL861816,CHEMBL1146066,,,CHEMBL1146066 J Med Chem 2006,ChEMBL,1701383,alpha3,beta2,gamma2,,,False
chembl:180,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,72.0,,,%,CHEMBL917148,CHEMBL1142972,,,CHEMBL1142972 J Med Chem 2007,ChEMBL,1825792,alpha1,beta2,gamma2,,,False
chembl:181,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,14.0,,,nM,CHEMBL919087,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844027,alpha1,beta3,gamma2,,,False
chembl:182,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,20.0,,,nM,CHEMBL919088,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844028,alpha2,beta3,gamma2,,,False
chembl:183,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,15.0,,,nM,CHEMBL919089,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844029,alpha3,beta3,gamma2,,,False
chembl:184,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,157.0,,,%,CHEMBL919090,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844030,alpha1,beta3,gamma2,,,False
chembl:185,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,115.0,,,%,CHEMBL919091,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844031,alpha2,beta3,gamma2,,,False
chembl:186,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Efficacy,211.0,,,%,CHEMBL919092,CHEMBL1139460,,,CHEMBL1139460 J Med Chem 2005,ChEMBL,1844032,alpha3,beta3,gamma2,,,False
chembl:187,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,12.0,,,nM,CHEMBL904137,CHEMBL1142927,,,CHEMBL1142927 Bioorg Med Chem 2007,ChEMBL,1876208,alpha1,beta2,gamma2,,,False
chembl:188,diazepam,Diazepam,CHEMBL12,,alpha3/beta2/gamma2,CHEMBL2111343,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,14.0,,,nM,CHEMBL904138,CHEMBL1142927,,,CHEMBL1142927 Bioorg Med Chem 2007,ChEMBL,1876211,alpha3,beta2,gamma2,,,False
chembl:189,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,9.8,,,nM,CHEMBL904139,CHEMBL1142927,,,CHEMBL1142927 Bioorg Med Chem 2007,ChEMBL,1876214,alpha1,beta2,gamma2,,,False
chembl:190,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,345.0,,,%,CHEMBL960055,CHEMBL1153371,,,CHEMBL1153371 J Med Chem 2009,ChEMBL,2278236,alpha1,beta3,gamma2,,,False
chembl:191,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,508.0,,,%,CHEMBL960056,CHEMBL1153371,,,CHEMBL1153371 J Med Chem 2009,ChEMBL,2278237,alpha2,beta3,gamma2,,,False
chembl:192,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,420.0,,,%,CHEMBL960058,CHEMBL1153371,,,CHEMBL1153371 J Med Chem 2009,ChEMBL,2278239,alpha5,beta3,gamma2,,,False
chembl:193,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,11.0,,,nM,CHEMBL954625,CHEMBL1136986,,,CHEMBL1136986 J Med Chem 2009,ChEMBL,2633954,alpha1,beta2,gamma2,,,False
chembl:194,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,71.0,,,%,CHEMBL954630,CHEMBL1136986,,,CHEMBL1136986 J Med Chem 2009,ChEMBL,2633999,alpha1,beta2,gamma2,,,False
chembl:195,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,EC50,35.0,,,nM,CHEMBL1638614,CHEMBL1629416,,,CHEMBL1629416 Bioorg Med Chem 2010,ChEMBL,5118861,alpha2,beta3,gamma2,,,False
chembl:196,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,EC50,85.0,,,nM,CHEMBL1638613,CHEMBL1629416,,,CHEMBL1629416 Bioorg Med Chem 2010,ChEMBL,5118869,alpha1,beta2,gamma2,,,False
chembl:197,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,207.0,,,%,CHEMBL1638610,CHEMBL1629416,,,CHEMBL1629416 Bioorg Med Chem 2010,ChEMBL,5118875,alpha3,beta3,gamma2,,,False
chembl:198,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,192.0,,,%,CHEMBL1638608,CHEMBL1629416,,,CHEMBL1629416 Bioorg Med Chem 2010,ChEMBL,5118876,alpha1,beta2,gamma2,,,False
chembl:199,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,153.0,,,%,CHEMBL1638611,CHEMBL1629416,,,CHEMBL1629416 Bioorg Med Chem 2010,ChEMBL,5118878,alpha5,beta3,gamma2,,,False
chembl:200,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,177.0,,,%,CHEMBL1638609,CHEMBL1629416,,,CHEMBL1629416 Bioorg Med Chem 2010,ChEMBL,5118880,alpha2,beta3,gamma2,,,False
chembl:201,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,EC50,45.0,,,nM,CHEMBL1638616,CHEMBL1629416,,,CHEMBL1629416 Bioorg Med Chem 2010,ChEMBL,5118919,alpha5,beta3,gamma2,,,False
chembl:202,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,EC50,131.0,,,nM,CHEMBL1638615,CHEMBL1629416,,,CHEMBL1629416 Bioorg Med Chem 2010,ChEMBL,5118923,alpha3,beta3,gamma2,,,False
chembl:203,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,IC50,17.0,,,nM,CHEMBL2327962,CHEMBL2321869,,,CHEMBL2321869 J Med Chem 2013,ChEMBL,12662656,alpha5,beta3,gamma2,,,False
chembl:204,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,Activity,,,,,CHEMBL3375235,CHEMBL3351688,,,CHEMBL3351688 Eur J Med Chem 2014,ChEMBL,15133382,,,,,,False
chembl:205,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,216.0,,,%,CHEMBL4351505,CHEMBL4350959,,,CHEMBL4350959 J Med Chem 2019,ChEMBL,19039236,alpha1,beta3,gamma2,,,False
chembl:206,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,200.0,,,%,CHEMBL4716913,CHEMBL4715701,,,CHEMBL4715701 Bioorg Med Chem 2016,ChEMBL,22823128,alpha1,beta2,gamma2,,,False
chembl:207,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,EC50,100.0,,,nM,CHEMBL4716928,CHEMBL4715701,,,CHEMBL4715701 Bioorg Med Chem 2016,ChEMBL,22823144,alpha1,beta2,gamma2,,,False
chembl:208,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,16.0,,,nM,CHEMBL5123262,CHEMBL5120840,,,CHEMBL5120840 Bioorg Med Chem 2022,ChEMBL,24758855,,,,,,False
chembl:209,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,14.0,,,nM,CHEMBL5146040,CHEMBL5143601,,,CHEMBL5143601 Bioorg Med Chem Lett 2022,ChEMBL,24843214,alpha1,beta2,gamma2,,,False
chembl:210,diazepam,Diazepam,CHEMBL12,,alpha3/beta2/gamma2,CHEMBL2111339,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,15.0,,,nM,CHEMBL5146042,CHEMBL5143601,,,CHEMBL5143601 Bioorg Med Chem Lett 2022,ChEMBL,24843256,alpha3,beta2,gamma2,,,False
chembl:211,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,,,,,CHEMBL5147905,CHEMBL5143681,,,CHEMBL5143681 J Nat Prod 2022,ChEMBL,24851231,alpha1,beta2,gamma2,,,False
chembl:212,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,IC50,4.2,,,nM,CHEMBL5237499,CHEMBL5236558,,,CHEMBL5236558 Eur J Med Chem 2021,ChEMBL,25013383,,,,,,False
chembl:213,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,31.0,,,nM,CHEMBL6080337,CHEMBL6078658,,,CHEMBL6078658 Bioorg Med Chem 2025,ChEMBL,29082441,alpha1,beta3,gamma2,,,False
chembl:214,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,22.0,,,nM,CHEMBL6080338,CHEMBL6078658,,,CHEMBL6078658 Bioorg Med Chem 2025,ChEMBL,29082452,alpha2,beta3,gamma2,,,False
chembl:215,diazepam,Diazepam,CHEMBL12,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,5.623,,,nM,CHEMBL6081993,CHEMBL6078707,,,CHEMBL6078707 J Med Chem 2024,ChEMBL,29089169,,,,,,False
chembl:216,diazepam,Diazepam,CHEMBL12,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,230.0,,,%,CHEMBL6081996,CHEMBL6078707,,,CHEMBL6078707 J Med Chem 2024,ChEMBL,29089227,alpha1,beta2,gamma2,,,False
chembl:217,diazepam,Diazepam,CHEMBL12,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,212.67,,,%,CHEMBL6081998,CHEMBL6078707,,,CHEMBL6078707 J Med Chem 2024,ChEMBL,29089238,alpha2,beta3,gamma2,,,False
chembl:218,diazepam,Diazepam,CHEMBL12,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,287.57,,,%,CHEMBL6082000,CHEMBL6078707,,,CHEMBL6078707 J Med Chem 2024,ChEMBL,29089249,alpha3,beta3,gamma2,,,False
chembl:219,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Activity,226.56,,,%,CHEMBL6082002,CHEMBL6078707,,,CHEMBL6078707 J Med Chem 2024,ChEMBL,29089260,alpha5,beta3,gamma2,,,False
chembl:220,diazepam,Diazepam,CHEMBL12,,gamma1,CHEMBL296,Gamma-aminobutyric acid receptor subunit gamma-1,SINGLE PROTEIN,Rattus norvegicus,IC50,5.0,,,nM,CHEMBL784462,CHEMBL1121601,,,CHEMBL1121601 J Med Chem 1980,ChEMBL,694101,,,gamma1,,,False
chembl:221,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2111374,GABA A receptor alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,11.0,,,nM,CHEMBL685342,CHEMBL1145105,,,CHEMBL1145105 J Med Chem 2003,ChEMBL,792167,alpha5,beta3,gamma2,,,False
chembl:222,diazepam,Diazepam,CHEMBL12,,alpha1/beta1/gamma2,CHEMBL2111392,GABA A receptor alpha-1/beta-1/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,12.0,,,nM,CHEMBL861815,CHEMBL1146066,,,CHEMBL1146066 J Med Chem 2006,ChEMBL,1701379,alpha1,beta1,gamma2,,,False
chembl:223,diazepam,Diazepam,CHEMBL12,,alpha3,CHEMBL3026,Gamma-aminobutyric acid receptor subunit alpha-3,SINGLE PROTEIN,Homo sapiens,Activity,776.0,,,%,CHEMBL960057,CHEMBL1153371,,,CHEMBL1153371 J Med Chem 2009,ChEMBL,2278238,alpha3,,,,,False
chembl:224,diazepam,Diazepam,CHEMBL12,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,Kd,36.0,,,nM,CHEMBL991886,CHEMBL1157475,,,CHEMBL1157475 J Med Chem 2008,ChEMBL,2461331,alpha1,,,,,False
chembl:225,diazepam,Diazepam,CHEMBL12,,alpha5/beta3/gamma2,CHEMBL2111374,GABA A receptor alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,9.8,,,nM,CHEMBL954628,CHEMBL1136986,,,CHEMBL1136986 J Med Chem 2009,ChEMBL,2633991,alpha5,beta3,gamma2,,,False
chembl:226,diazepam,Diazepam,CHEMBL12,,alpha3,CHEMBL328,Gamma-aminobutyric acid receptor subunit alpha-3,SINGLE PROTEIN,Rattus norvegicus,Ki,15.0,,,nM,CHEMBL3995202,CHEMBL3994587,,,CHEMBL3994587 Eur J Med Chem 2017,ChEMBL,17966222,alpha3,,,,,False
chembl:227,diazepam,Diazepam,CHEMBL12,,alpha5,CHEMBL300,Gamma-aminobutyric acid receptor subunit alpha-5,SINGLE PROTEIN,Rattus norvegicus,Ki,11.0,,,nM,CHEMBL3995203,CHEMBL3994587,,,CHEMBL3994587 Eur J Med Chem 2017,ChEMBL,17966225,alpha5,,,,,False
chembl:228,diazepam,Diazepam,CHEMBL12,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,Ki,16.0,,,nM,CHEMBL4403718,CHEMBL4402545,,,CHEMBL4402545 J Med Chem 2020,ChEMBL,19259362,alpha1,,,,,False
chembl:229,diazepam,Diazepam,CHEMBL12,,alpha3,CHEMBL3026,Gamma-aminobutyric acid receptor subunit alpha-3,SINGLE PROTEIN,Homo sapiens,Ki,17.0,,,nM,CHEMBL4403719,CHEMBL4402545,,,CHEMBL4402545 J Med Chem 2020,ChEMBL,19259408,alpha3,,,,,False
chembl:230,diazepam,Diazepam,CHEMBL12,,alpha2/beta2/gamma2,CHEMBL2111413,GABA A receptor alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,20.0,,,nM,CHEMBL5146041,CHEMBL5143601,,,CHEMBL5143601 Bioorg Med Chem Lett 2022,ChEMBL,24843235,alpha2,beta2,gamma2,,,False
chembl:231,diazepam,Diazepam,CHEMBL12,,alpha2,CHEMBL341,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Rattus norvegicus,Control,7.0,,,%,CHEMBL713900,CHEMBL1124397,,,CHEMBL1124397 J Med Chem 1989,ChEMBL,1279110,alpha2,,,,,False
chembl:232,diazepam,Diazepam,CHEMBL12,,alpha2,CHEMBL341,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Rattus norvegicus,Control,39.0,,,%,CHEMBL681936,CHEMBL1124397,,,CHEMBL1124397 J Med Chem 1989,ChEMBL,1279111,alpha2,,,,,False
chembl:233,diazepam,Diazepam,CHEMBL12,,alpha2,CHEMBL341,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Rattus norvegicus,Ki,15.0,,,nM,CHEMBL954626,CHEMBL1136986,,,CHEMBL1136986 J Med Chem 2009,ChEMBL,2633973,alpha2,,,,,False
chembl:234,diazepam,Diazepam,CHEMBL12,,alpha2,CHEMBL341,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Rattus norvegicus,Activity,81.0,,,%,CHEMBL954631,CHEMBL1136986,,,CHEMBL1136986 J Med Chem 2009,ChEMBL,2634003,alpha2,,,,,False
chembl:235,diazepam,Diazepam,CHEMBL12,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,Ki,14.0,,,nM,CHEMBL3995200,CHEMBL3994587,,,CHEMBL3994587 Eur J Med Chem 2017,ChEMBL,17966217,alpha1,,,,,False
chembl:236,diazepam,Diazepam,CHEMBL12,,alpha2,CHEMBL341,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Rattus norvegicus,Ki,20.0,,,nM,CHEMBL3995201,CHEMBL3994587,,,CHEMBL3994587 Eur J Med Chem 2017,ChEMBL,17966220,alpha2,,,,,False
chembl:237,diazepam,Diazepam,CHEMBL12,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,10000.0,,,nM,CHEMBL5291798,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25128225,alpha1,,,,,False
chembl:238,diazepam,Diazepam,CHEMBL12,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,10.6,,,nM,CHEMBL5291801,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25130809,alpha1,,,,,False
