evidence_id,drug_id,input_drug_name,molecule_chembl_id,gtopdb_ligand_id,receptor_composition,target_id,target_name,target_type,species,metric,value,value_low,value_high,unit,assay,reference_id,PMID,DOI,reference,source_database,source_record_id,alpha_subtype,beta_subtype,gamma_subtype,other_subunits,duplicate_group_id,duplicate_candidate
chembl:395,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta2/gamma2,CHEMBL2111413,GABA A receptor alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,EC50,180.0,,,nM,CHEMBL824292,CHEMBL1130157,,,CHEMBL1130157 J Med Chem 1997,ChEMBL,1106756,alpha2,beta2,gamma2,,,False
chembl:396,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2111374,GABA A receptor alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Inhibition,35.0,,,%,CHEMBL835570,CHEMBL1144412,,,CHEMBL1144412 J Med Chem 2005,ChEMBL,1505244,alpha5,beta3,gamma2,,,False
chembl:397,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2111374,GABA A receptor alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Inhibition,35.0,,,%,CHEMBL859940,CHEMBL1146100,,,CHEMBL1146100 J Med Chem 2006,ChEMBL,1700850,alpha5,beta3,gamma2,,,False
chembl:398,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta1/gamma2,CHEMBL2111392,GABA A receptor alpha-1/beta-1/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,53.0,,,nM,CHEMBL861815,CHEMBL1146066,,,CHEMBL1146066 J Med Chem 2006,ChEMBL,1701378,alpha1,beta1,gamma2,,,False
chembl:399,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2111374,GABA A receptor alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Inhibition,35.0,,,%,CHEMBL917147,CHEMBL1142972,,,CHEMBL1142972 J Med Chem 2007,ChEMBL,1825759,alpha5,beta3,gamma2,,,False
chembl:400,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,EC50,191.0,,,nM,CHEMBL952530,CHEMBL1156487,,,CHEMBL1156487 J Biol Chem 2007,ChEMBL,2185137,alpha1,,,,,False
chembl:401,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,max activation,429.0,,,%,CHEMBL952530,CHEMBL1156487,,,CHEMBL1156487 J Biol Chem 2007,ChEMBL,2185138,alpha1,,,,,False
chembl:402,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,Ki,61.9,,,nM,CHEMBL942240,CHEMBL1152298,,,CHEMBL1152298 J Med Chem 2008,ChEMBL,2401379,alpha1,,,,,False
chembl:403,zolpidem,Zolpidem,CHEMBL911,,alpha2/beta2/gamma2,CHEMBL2111413,GABA A receptor alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,408.0,,,nM,CHEMBL942241,CHEMBL1152298,,,CHEMBL1152298 J Med Chem 2008,ChEMBL,2401380,alpha2,beta2,gamma2,,,False
chembl:404,zolpidem,Zolpidem,CHEMBL911,,alpha4,CHEMBL2472,Gamma-aminobutyric acid receptor subunit alpha-4,SINGLE PROTEIN,Homo sapiens,Ki,15000.0,,,nM,CHEMBL942243,CHEMBL1152298,,,CHEMBL1152298 J Med Chem 2008,ChEMBL,2401382,alpha4,,,,,False
chembl:405,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2111374,GABA A receptor alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,35.0,,,nM,CHEMBL954628,CHEMBL1136986,,,CHEMBL1136986 J Med Chem 2009,ChEMBL,2633992,alpha5,beta3,gamma2,,,False
chembl:406,zolpidem,Zolpidem,CHEMBL911,,alpha3,CHEMBL328,Gamma-aminobutyric acid receptor subunit alpha-3,SINGLE PROTEIN,Rattus norvegicus,Ki,383.0,,,nM,CHEMBL3995202,CHEMBL3994587,,,CHEMBL3994587 Eur J Med Chem 2017,ChEMBL,17966223,alpha3,,,,,False
chembl:407,zolpidem,Zolpidem,CHEMBL911,,alpha5,CHEMBL300,Gamma-aminobutyric acid receptor subunit alpha-5,SINGLE PROTEIN,Rattus norvegicus,Ki,10000.0,,,nM,CHEMBL3995203,CHEMBL3994587,,,CHEMBL3994587 Eur J Med Chem 2017,ChEMBL,17966226,alpha5,,,,,False
chembl:408,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,Ki,20.0,,,nM,CHEMBL4415148,CHEMBL4414553,,,CHEMBL4414553 Eur J Med Chem 2019,ChEMBL,19306676,alpha1,,,,,False
chembl:409,zolpidem,Zolpidem,CHEMBL911,,alpha3,CHEMBL3026,Gamma-aminobutyric acid receptor subunit alpha-3,SINGLE PROTEIN,Homo sapiens,Ki,400.0,,,nM,CHEMBL4415149,CHEMBL4414553,,,CHEMBL4414553 Eur J Med Chem 2019,ChEMBL,19306677,alpha3,,,,,False
chembl:410,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,Inhibition,99.4,,,%,CHEMBL5237500,CHEMBL5236558,,,CHEMBL5236558 Eur J Med Chem 2021,ChEMBL,25013385,alpha1,,,,,False
chembl:411,zolpidem,Zolpidem,CHEMBL911,,alpha5/beta3/gamma2,CHEMBL2111374,GABA A receptor alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,102.0,,,%,CHEMBL6082006,CHEMBL6078707,,,CHEMBL6078707 J Med Chem 2024,ChEMBL,29089264,alpha5,beta3,gamma2,,,False
chembl:412,zolpidem,Zolpidem,CHEMBL911,,alpha2,CHEMBL341,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Rattus norvegicus,Ki,765.0,,,nM,CHEMBL954626,CHEMBL1136986,,,CHEMBL1136986 J Med Chem 2009,ChEMBL,2633974,alpha2,,,,,False
chembl:413,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,Ki,26.7,,,nM,CHEMBL3995200,CHEMBL3994587,,,CHEMBL3994587 Eur J Med Chem 2017,ChEMBL,17966218,alpha1,,,,,False
chembl:414,zolpidem,Zolpidem,CHEMBL911,,alpha2,CHEMBL341,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Rattus norvegicus,Ki,156.0,,,nM,CHEMBL3995201,CHEMBL3994587,,,CHEMBL3994587 Eur J Med Chem 2017,ChEMBL,17966221,alpha2,,,,,False
chembl:415,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,30000.0,,,nM,CHEMBL5291798,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25128411,alpha1,,,,,False
chembl:416,zolpidem,Zolpidem,CHEMBL911,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,46.3,,,nM,CHEMBL5291801,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25131017,alpha1,,,,,False
chembl:417,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta3/gamma2,CHEMBL4296047,Gamma-aminobutyric acid receptor subunit alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,121.0,,,%,CHEMBL6082005,CHEMBL6078707,,,CHEMBL6078707 J Med Chem 2024,ChEMBL,29089263,alpha3,beta3,gamma2,,,False
chembl:418,zolpidem,Zolpidem,CHEMBL911,,alpha2,CHEMBL4956,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Homo sapiens,Activity,291.0,,,%,CHEMBL678888,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,346466,alpha2,,,,,False
chembl:419,zolpidem,Zolpidem,CHEMBL911,,alpha2,CHEMBL4956,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Homo sapiens,EC50,737.0,,,nM,CHEMBL678889,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,346467,alpha2,,,,,False
chembl:420,zolpidem,Zolpidem,CHEMBL911,,alpha5,CHEMBL5112,Gamma-aminobutyric acid receptor subunit alpha-5,SINGLE PROTEIN,Homo sapiens,Activity,20.0,,,%,CHEMBL680329,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,346470,alpha5,,,,,False
chembl:421,zolpidem,Zolpidem,CHEMBL911,,alpha5,CHEMBL5112,Gamma-aminobutyric acid receptor subunit alpha-5,SINGLE PROTEIN,Homo sapiens,EC50,3000.0,,,nM,CHEMBL680330,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,346471,alpha5,,,,,False
chembl:422,zolpidem,Zolpidem,CHEMBL911,,alpha5,CHEMBL5112,Gamma-aminobutyric acid receptor subunit alpha-5,SINGLE PROTEIN,Homo sapiens,Ki,15000.0,,,nM,CHEMBL942244,CHEMBL1152298,,,CHEMBL1152298 J Med Chem 2008,ChEMBL,2401383,alpha5,,,,,False
chembl:423,zolpidem,Zolpidem,CHEMBL911,,alpha2,CHEMBL4956,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Homo sapiens,Inhibition,74.1,,,%,CHEMBL5237501,CHEMBL5236558,,,CHEMBL5236558 Eur J Med Chem 2021,ChEMBL,25013387,alpha2,,,,,False
chembl:424,zopiclone,Zopiclone,CHEMBL135400,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,29.0,,,nM,CHEMBL653040,CHEMBL1129025,,,CHEMBL1129025 J Med Chem 1996,ChEMBL,994803,,,,,,False
chembl:425,zopiclone,Zopiclone,CHEMBL135400,,alpha1/beta2/beta3/gamma2,CHEMBL3883322,Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Efficacy,58.0,,,%,CHEMBL3864480,CHEMBL3864135,,,CHEMBL3864135 Bioorg Med Chem Lett 2016,ChEMBL,16774819,alpha1,beta2/beta3,gamma2,,,False
chembl:426,zopiclone,Zopiclone,CHEMBL135400,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,10000.0,,,nM,CHEMBL5291798,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25128071,alpha1,,,,,False
chembl:427,zopiclone,Zopiclone,CHEMBL135400,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,93.0,,,nM,CHEMBL5291801,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25130641,alpha1,,,,,False
chembl:428,zaleplon,Zaleplon,CHEMBL1521,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,EC50,1630.0,,,nM,CHEMBL2327958,CHEMBL2321869,,,CHEMBL2321869 J Med Chem 2013,ChEMBL,12662653,alpha2,beta3,gamma2,,,False
chembl:429,zaleplon,Zaleplon,CHEMBL1521,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,EC50,290.0,,,nM,CHEMBL2327959,CHEMBL2321869,,,CHEMBL2321869 J Med Chem 2013,ChEMBL,12662654,alpha1,beta2,gamma2,,,False
chembl:430,zaleplon,Zaleplon,CHEMBL1521,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,EC50,1000.0,,,nM,CHEMBL2327957,CHEMBL2321869,,,CHEMBL2321869 J Med Chem 2013,ChEMBL,12662683,alpha3,beta3,gamma2,,,False
chembl:431,zaleplon,Zaleplon,CHEMBL1521,,alpha5/beta3/gamma3,CHEMBL3885577,Gamma-aminobutyric acid receptor subunit alpha-5/beta-3/gamma-3,PROTEIN COMPLEX,Homo sapiens,EC50,1000.0,,,nM,CHEMBL2327961,CHEMBL2321869,,,CHEMBL2321869 J Med Chem 2013,ChEMBL,12662684,alpha5,beta3,gamma3,,,False
chembl:432,zaleplon,Zaleplon,CHEMBL1521,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,10000.0,,,nM,CHEMBL5291798,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25128316,alpha1,,,,,False
chembl:433,zaleplon,Zaleplon,CHEMBL1521,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,590.0,,,nM,CHEMBL5291801,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25130910,alpha1,,,,,False
